neighbourhood
0 - Copacabana
1 - Ipanema
2 - Barra da Tijuca
3 - Joá
4 - Flamengo
5 - Santa Teresa
6 - Gávea
7 - Leblon
8 - Jacarepaguá
9 - Laranjeiras
10 - Botafogo
11 - Centro
12 - Santo Cristo
13 - Glória
14 - Itanhangá
15 - Praça Seca
16 - Maracanã
17 - Lagoa
18 - Humaitá
19 - Vidigal
20 - Marechal Hermes
21 - Jardim Botânico
22 - Vargem Grande
23 - Tijuca
24 - São Conrado
25 - Senador Camará
26 - Recreio dos Bandeirantes
27 - Leme
28 - Vila da Penha
29 - Anil
30 - Vargem Pequena
31 - Estácio
32 - Catete
33 - Cosme Velho
34 - Gardênia Azul
35 - Taquara
36 - Urca
37 - Freguesia (Jacarepaguá)
38 - Alto da Boa Vista
39 - Penha Circular
40 - Jardim Sulacap
41 - Rio Comprido
42 - Lins de Vasconcelos
43 - Praça da Bandeira
44 - Cosmos
45 - Gamboa
46 - Bonsucesso
47 - Piedade
48 - Barra de Guaratiba
49 - São Cristóvão
50 - Bangu
51 - Andaraí
52 - Vila Isabel
53 - Tauá
54 - Curicica
55 - Rocinha
56 - Engenho Novo
57 - Santa Cruz
58 - São Francisco Xavier
59 - Cidade Nova
60 - Cachambi
61 - Guaratiba
62 - Portuguesa
63 - Campinho
64 - Cavalcanti
65 - Higienópolis
66 - Engenho de Dentro
67 - Paciência
68 - Grajaú
69 - Riachuelo
70 - Cordovil
71 - Rocha Miranda
72 - Jardim Guanabara
73 - Camorim
74 - Jacaré
75 - Maria da Graça
76 - Todos os Santos
77 - Barros Filho
78 - Inhaúma
79 - Olaria
80 - Campo Grande
81 - Saúde
82 - Pilares
83 - Benfica
84 - Ricardo de Albuquerque
85 - Parada de Lucas
86 - Pavuna
87 - Del Castilho
88 - Penha
89 - Encantado
90 - Quintino Bocaiúva
91 - Brás de Pina
92 - Sampaio
93 - Méier
94 - Moneró
95 - Madureira
96 - Tanque
97 - Irajá
98 - Inhoaíba
99 - Vila Valqueire
100 - Pechincha
101 - Gericinó
102 - Vila Militar
103 - Parque Anchieta
104 - Rocha
105 - Santíssimo
106 - Realengo
107 - Abolição
108 - Paquetá
109 - Bancários
110 - Anchieta
111 - Cidade de Deus
112 - Tomás Coelho
113 - Guadalupe
114 - Ramos
115 - Engenho da Rainha
116 - Catumbi
117 - Cacuia
118 - Vasco da Gama
119 - Pedra de Guaratiba
120 - Bento Ribeiro
121 - Osvaldo Cruz
122 - Vaz Lobo
123 - Água Santa
124 - Sepetiba
125 - Cocotá
126 - Jardim Carioca
127 - Complexo do Alemão
128 - Zumbi
129 - Vicente de Carvalho
130 - Padre Miguel
131 - Mangueira
132 - Praia da Bandeira
133 - Freguesia (Ilha)
134 - Jacarezinho
135 - Vigário Geral
136 - Cascadura
137 - Cidade Universitária
138 - Senador Vasconcelos
139 - Grumari
140 - Manguinhos
141 - Vila Kosmos
142 - Galeão
143 - Honório Gurgel
144 - Coelho Neto
145 - Caju
146 - Acari
147 - Maré
148 - Vista Alegre
149 - Magalhães Bastos
150 - Deodoro
151 - Pitangueiras
152 - Ribeira
153 - Colégio
